1780685378.579753 server started (67287): version 3.6b, socket /private/tmp/tmux-501/default, protocol 8
1780685378.579765 on Darwin 25.5.0 Darwin Kernel Version 25.5.0: Mon Apr 27 20:41:26 PDT 2026; root:xnu-12377.121.6~2/RELEASE_ARM64_T8132
1780685378.579771 using libevent 2.1.12-stable select
1780685378.579775 using utf8proc 2.11.3
1780685378.579777 using ncurses 6.6 20251230
1780685378.591525 args_parse_flags: next -n
1780685378.591527 args_parse_flags: -n
1780685378.591528 args_parse_flags: next MouseDown3Pane
1780685378.591530 args_parse: flags end at 2 of 4
1780685378.591531 args_parse: 2 = MouseDown3Pane (type STRING)
1780685378.591578 args_parse: 3 = if-shell -F -t = "#{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}" { select-pane -t = ; send-keys -M } { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } } (type COMMANDS)
1780685378.591627 cmd_parse_build_commands: bind-key -n MouseDown3Pane { if-shell -F -t = "#{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}" { select-pane -t = ; send-keys -M } { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } } }
1780685378.591632 cmdq_get_command: [bind-key/0xb8305a500] group 1142
1780685378.591634 cmdq_append <global>: [bind-key/0xb8305a500]
1780685378.591636 yylex_token: end at WS
1780685378.591637 yylex_token: bind
1780685378.591639 yylex_token: end at WS
1780685378.591642 yylex_token: -n
1780685378.591644 yylex_token: end at WS
1780685378.591645 yylex_token: M-MouseDown3Pane
1780685378.591647 yylex_token: end at WS
1780685378.591649 yylex_token: display-menu
1780685378.591650 yylex_token: end at WS
1780685378.591652 yylex_token: -t=
1780685378.591653 yylex_token: end at WS
1780685378.591655 yylex_token: -xM
1780685378.591656 yylex_token: end at WS
1780685378.591658 yylex_token: -yM
1780685378.591659 yylex_token: end at WS
1780685378.591660 yylex_token: -T
1780685378.591663 yylex_token: end at WS
1780685378.591665 yylex_token: #[align=centre]#{pane_index} (#{pane_id})
1780685378.591668 yylex_token: end at WS
1780685378.591669 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1780685378.591671 yylex_token: end at WS
1780685378.591672 yylex_token: <
1780685378.591674 yylex_token: end at WS
1780685378.591675 yylex_token: send
1780685378.591677 yylex_token: end at WS
1780685378.591678 yylex_token: -X
1780685378.591680 yylex_token: end at }
1780685378.591681 yylex_token: history-top
1780685378.591685 yylex_token: end at WS
1780685378.591686 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1780685378.591688 yylex_token: end at WS
1780685378.591689 yylex_token: >
1780685378.591691 yylex_token: end at WS
1780685378.591692 yylex_token: send
1780685378.591694 yylex_token: end at WS
1780685378.591695 yylex_token: -X
1780685378.591697 yylex_token: end at }
1780685378.591698 yylex_token: history-bottom
1780685378.591700 yylex_token: end at WS
1780685378.591701 yylex_token: 
1780685378.591705 yylex_token: end at WS
1780685378.591706 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1780685378.591708 yylex_token: end at WS
1780685378.591709 yylex_token: C-r
1780685378.591711 yylex_token: end at WS
1780685378.591712 yylex_token: if
1780685378.591714 yylex_token: end at WS
1780685378.591715 yylex_token: -F
1780685378.591718 yylex_token: end at WS
1780685378.591719 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1780685378.591721 yylex_token: end at ;
1780685378.591722 yylex_token: copy-mode -t=
1780685378.591724 yylex_token: end at WS
1780685378.591726 yylex_token: send
1780685378.591727 yylex_token: end at WS
1780685378.591729 yylex_token: -Xt=
1780685378.591731 yylex_token: end at WS
1780685378.591732 yylex_token: search-backward
1780685378.591733 yylex_token: end at WS
1780685378.591735 yylex_token: --
1780685378.591737 yylex_token: end at }
1780685378.591738 yylex_token: #{q:mouse_word}
1780685378.591742 yylex_token: end at WS
1780685378.591743 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1780685378.591745 yylex_token: end at WS
1780685378.591746 yylex_token: C-y
1780685378.591748 yylex_token: end at WS
1780685378.591749 yylex_token: copy-mode
1780685378.591751 yylex_token: end at ;
1780685378.591752 yylex_token: -q
1780685378.591754 yylex_token: end at WS
1780685378.591755 yylex_token: send-keys
1780685378.591757 yylex_token: end at WS
1780685378.591758 yylex_token: -l
1780685378.591760 yylex_token: end at WS
1780685378.591761 yylex_token: --
1780685378.591763 yylex_token: end at }
1780685378.591764 yylex_token: #{q:mouse_word}
1780685378.591768 yylex_token: end at WS
1780685378.591769 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1780685378.591771 yylex_token: end at WS
1780685378.591772 yylex_token: c
1780685378.591774 yylex_token: end at WS
1780685378.591775 yylex_token: copy-mode
1780685378.591777 yylex_token: end at ;
1780685378.591778 yylex_token: -q
1780685378.591780 yylex_token: end at WS
1780685378.591781 yylex_token: set-buffer
1780685378.591783 yylex_token: end at WS
1780685378.591784 yylex_token: --
1780685378.591786 yylex_token: end at }
1780685378.591787 yylex_token: #{q:mouse_word}
1780685378.591790 yylex_token: end at WS
1780685378.591791 yylex_token: #{?mouse_line,Copy Line,}
1780685378.591793 yylex_token: end at WS
1780685378.591794 yylex_token: l
1780685378.591796 yylex_token: end at WS
1780685378.591797 yylex_token: copy-mode
1780685378.591799 yylex_token: end at ;
1780685378.591801 yylex_token: -q
1780685378.591803 yylex_token: end at WS
1780685378.591805 yylex_token: set-buffer
1780685378.591806 yylex_token: end at WS
1780685378.591808 yylex_token: --
1780685378.591810 yylex_token: end at }
1780685378.591811 yylex_token: #{q:mouse_line}
1780685378.591812 yylex_token: end at WS
1780685378.591814 yylex_token: 
1780685378.591817 yylex_token: end at WS
1780685378.591819 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1780685378.591820 yylex_token: end at WS
1780685378.591822 yylex_token: C-h
1780685378.591824 yylex_token: end at WS
1780685378.591825 yylex_token: copy-mode
1780685378.591826 yylex_token: end at ;
1780685378.591828 yylex_token: -q
1780685378.591830 yylex_token: end at WS
1780685378.591831 yylex_token: send-keys
1780685378.591832 yylex_token: end at WS
1780685378.591834 yylex_token: -l
1780685378.591835 yylex_token: end at WS
1780685378.591837 yylex_token: --
1780685378.591839 yylex_token: end at }
1780685378.591840 yylex_token: #{q:mouse_hyperlink}
1780685378.591844 yylex_token: end at WS
1780685378.591845 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1780685378.591847 yylex_token: end at WS
1780685378.591848 yylex_token: h
1780685378.591850 yylex_token: end at WS
1780685378.591851 yylex_token: copy-mode
1780685378.591853 yylex_token: end at ;
1780685378.591854 yylex_token: -q
1780685378.591856 yylex_token: end at WS
1780685378.591857 yylex_token: set-buffer
1780685378.591859 yylex_token: end at WS
1780685378.591860 yylex_token: --
1780685378.591862 yylex_token: end at }
1780685378.591864 yylex_token: #{q:mouse_hyperlink}
1780685378.591865 yylex_token: end at WS
1780685378.591867 yylex_token: 
1780685378.591869 yylex_token: end at WS
1780685378.591870 yylex_token: Horizontal Split
1780685378.591872 yylex_token: end at WS
1780685378.591873 yylex_token: h
1780685378.591875 yylex_token: end at WS
1780685378.591876 yylex_token: split-window
1780685378.591878 yylex_token: end at }
1780685378.591879 yylex_token: -h
1780685378.591881 yylex_token: end at WS
1780685378.591883 yylex_token: Vertical Split
1780685378.591884 yylex_token: end at WS
1780685378.591885 yylex_token: v
1780685378.591887 yylex_token: end at WS
1780685378.591889 yylex_token: split-window
1780685378.591890 yylex_token: end at }
1780685378.591891 yylex_token: -v
1780685378.591893 yylex_token: end at WS
1780685378.591894 yylex_token: 
1780685378.591897 yylex_token: end at WS
1780685378.591898 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1780685378.591900 yylex_token: end at WS
1780685378.591901 yylex_token: u
1780685378.591903 yylex_token: end at WS
1780685378.591905 yylex_token: swap-pane
1780685378.591906 yylex_token: end at }
1780685378.591907 yylex_token: -U
1780685378.591910 yylex_token: end at WS
1780685378.591912 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1780685378.591913 yylex_token: end at WS
1780685378.591915 yylex_token: d
1780685378.591916 yylex_token: end at WS
1780685378.591918 yylex_token: swap-pane
1780685378.591919 yylex_token: end at }
1780685378.591921 yylex_token: -D
1780685378.591923 yylex_token: end at WS
1780685378.591925 yylex_token: #{?pane_marked_set,,-}Swap Marked
1780685378.591926 yylex_token: end at WS
1780685378.591928 yylex_token: s
1780685378.591929 yylex_token: end at }
1780685378.591931 yylex_token: swap-pane
1780685378.591932 yylex_token: end at WS
1780685378.591934 yylex_token: 
1780685378.591935 yylex_token: end at WS
1780685378.591937 yylex_token: Kill
1780685378.591938 yylex_token: end at WS
1780685378.591939 yylex_token: X
1780685378.591941 yylex_token: end at }
1780685378.591942 yylex_token: kill-pane
1780685378.591944 yylex_token: end at WS
1780685378.591946 yylex_token: Respawn
1780685378.591947 yylex_token: end at WS
1780685378.591948 yylex_token: R
1780685378.591950 yylex_token: end at WS
1780685378.591952 yylex_token: respawn-pane
1780685378.591953 yylex_token: end at }
1780685378.591954 yylex_token: -k
1780685378.591957 yylex_token: end at WS
1780685378.591958 yylex_token: #{?pane_marked,Unmark,Mark}
1780685378.591961 yylex_token: end at WS
1780685378.591963 yylex_token: m
1780685378.591964 yylex_token: end at WS
1780685378.591966 yylex_token: select-pane
1780685378.591967 yylex_token: end at }
1780685378.591969 yylex_token: -m
1780685378.591972 yylex_token: end at WS
1780685378.591974 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1780685378.591975 yylex_token: end at WS
1780685378.591977 yylex_token: z
1780685378.591978 yylex_token: end at WS
1780685378.591980 yylex_token: resize-pane
1780685378.591981 yylex_token: end at }
1780685378.591983 yylex_token: -Z
1780685378.591985 cmd_parse_build_commands 0:0: bind
1780685378.591986 cmd_parse_build_commands 0:1: -n
1780685378.591988 cmd_parse_build_commands 0:2: M-MouseDown3Pane
1780685378.591989 cmd_parse_build_commands 0:3 0:0: display-menu
1780685378.591991 cmd_parse_build_commands 0:3 0:1: -t=
1780685378.591992 cmd_parse_build_commands 0:3 0:2: -xM
1780685378.591993 cmd_parse_build_commands 0:3 0:3: -yM
1780685378.591995 cmd_parse_build_commands 0:3 0:4: -T
1780685378.591996 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{pane_index} (#{pane_id})
1780685378.591997 cmd_parse_build_commands 0:3 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1780685378.591999 cmd_parse_build_commands 0:3 0:7: <
1780685378.592000 cmd_parse_build_commands 0:3 0:8 0:0: send
1780685378.592002 cmd_parse_build_commands 0:3 0:8 0:1: -X
1780685378.592003 cmd_parse_build_commands 0:3 0:8 0:2: history-top
1780685378.592004 cmd_parse_build_commands 0:3 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1780685378.592006 cmd_parse_build_commands 0:3 0:10: >
1780685378.592007 cmd_parse_build_commands 0:3 0:11 0:0: send
1780685378.592009 cmd_parse_build_commands 0:3 0:11 0:1: -X
1780685378.592010 cmd_parse_build_commands 0:3 0:11 0:2: history-bottom
1780685378.592011 cmd_parse_build_commands 0:3 0:12: 
1780685378.592013 cmd_parse_build_commands 0:3 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1780685378.592014 cmd_parse_build_commands 0:3 0:14: C-r
1780685378.592016 cmd_parse_build_commands 0:3 0:15 0:0: if
1780685378.592017 cmd_parse_build_commands 0:3 0:15 0:1: -F
1780685378.592018 cmd_parse_build_commands 0:3 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1780685378.592020 cmd_parse_build_commands 0:3 0:15 0:3: copy-mode -t=
1780685378.592021 cmd_parse_build_commands 0:3 0:15 1:0: send
1780685378.592022 cmd_parse_build_commands 0:3 0:15 1:1: -Xt=
1780685378.592024 cmd_parse_build_commands 0:3 0:15 1:2: search-backward
1780685378.592025 cmd_parse_build_commands 0:3 0:15 1:3: --
1780685378.592027 cmd_parse_build_commands 0:3 0:15 1:4: #{q:mouse_word}
1780685378.592028 cmd_parse_build_commands 0:3 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1780685378.592029 cmd_parse_build_commands 0:3 0:17: C-y
1780685378.592031 cmd_parse_build_commands 0:3 0:18 0:0: copy-mode
1780685378.592032 cmd_parse_build_commands 0:3 0:18 0:1: -q
1780685378.592034 cmd_parse_build_commands 0:3 0:18 1:0: send-keys
1780685378.592035 cmd_parse_build_commands 0:3 0:18 1:1: -l
1780685378.592036 cmd_parse_build_commands 0:3 0:18 1:2: --
1780685378.592038 cmd_parse_build_commands 0:3 0:18 1:3: #{q:mouse_word}
1780685378.592039 cmd_parse_build_commands 0:3 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1780685378.592040 cmd_parse_build_commands 0:3 0:20: c
1780685378.592042 cmd_parse_build_commands 0:3 0:21 0:0: copy-mode
1780685378.592043 cmd_parse_build_commands 0:3 0:21 0:1: -q
1780685378.592044 cmd_parse_build_commands 0:3 0:21 1:0: set-buffer
1780685378.592046 cmd_parse_build_commands 0:3 0:21 1:1: --
1780685378.592047 cmd_parse_build_commands 0:3 0:21 1:2: #{q:mouse_word}
1780685378.592049 cmd_parse_build_commands 0:3 0:22: #{?mouse_line,Copy Line,}
1780685378.592050 cmd_parse_build_commands 0:3 0:23: l
1780685378.592051 cmd_parse_build_commands 0:3 0:24 0:0: copy-mode
1780685378.592053 cmd_parse_build_commands 0:3 0:24 0:1: -q
1780685378.592054 cmd_parse_build_commands 0:3 0:24 1:0: set-buffer
1780685378.592057 cmd_parse_build_commands 0:3 0:24 1:1: --
1780685378.592059 cmd_parse_build_commands 0:3 0:24 1:2: #{q:mouse_line}
1780685378.592060 cmd_parse_build_commands 0:3 0:25: 
1780685378.592061 cmd_parse_build_commands 0:3 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1780685378.592063 cmd_parse_build_commands 0:3 0:27: C-h
1780685378.592064 cmd_parse_build_commands 0:3 0:28 0:0: copy-mode
1780685378.592066 cmd_parse_build_commands 0:3 0:28 0:1: -q
1780685378.592067 cmd_parse_build_commands 0:3 0:28 1:0: send-keys
1780685378.592068 cmd_parse_build_commands 0:3 0:28 1:1: -l
1780685378.592070 cmd_parse_build_commands 0:3 0:28 1:2: --
1780685378.592071 cmd_parse_build_commands 0:3 0:28 1:3: #{q:mouse_hyperlink}
1780685378.592072 cmd_parse_build_commands 0:3 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1780685378.592074 cmd_parse_build_commands 0:3 0:30: h
1780685378.592075 cmd_parse_build_commands 0:3 0:31 0:0: copy-mode
1780685378.592077 cmd_parse_build_commands 0:3 0:31 0:1: -q
1780685378.592078 cmd_parse_build_commands 0:3 0:31 1:0: set-buffer
1780685378.592079 cmd_parse_build_commands 0:3 0:31 1:1: --
1780685378.592081 cmd_parse_build_commands 0:3 0:31 1:2: #{q:mouse_hyperlink}
1780685378.592082 cmd_parse_build_commands 0:3 0:32: 
1780685378.592083 cmd_parse_build_commands 0:3 0:33: Horizontal Split
1780685378.592085 cmd_parse_build_commands 0:3 0:34: h
1780685378.592086 cmd_parse_build_commands 0:3 0:35 0:0: split-window
1780685378.592087 cmd_parse_build_commands 0:3 0:35 0:1: -h
1780685378.592089 cmd_parse_build_commands 0:3 0:36: Vertical Split
1780685378.592090 cmd_parse_build_commands 0:3 0:37: v
1780685378.592092 cmd_parse_build_commands 0:3 0:38 0:0: split-window
1780685378.592093 cmd_parse_build_commands 0:3 0:38 0:1: -v
1780685378.592094 cmd_parse_build_commands 0:3 0:39: 
1780685378.592096 cmd_parse_build_commands 0:3 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1780685378.592097 cmd_parse_build_commands 0:3 0:41: u
1780685378.592098 cmd_parse_build_commands 0:3 0:42 0:0: swap-pane
1780685378.592100 cmd_parse_build_commands 0:3 0:42 0:1: -U
1780685378.592101 cmd_parse_build_commands 0:3 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1780685378.592102 cmd_parse_build_commands 0:3 0:44: d
1780685378.592104 cmd_parse_build_commands 0:3 0:45 0:0: swap-pane
1780685378.592105 cmd_parse_build_commands 0:3 0:45 0:1: -D
1780685378.592106 cmd_parse_build_commands 0:3 0:46: #{?pane_marked_set,,-}Swap Marked
1780685378.592108 cmd_parse_build_commands 0:3 0:47: s
1780685378.592109 cmd_parse_build_commands 0:3 0:48 0:0: swap-pane
1780685378.592111 cmd_parse_build_commands 0:3 0:49: 
1780685378.592112 cmd_parse_build_commands 0:3 0:50: Kill
1780685378.592113 cmd_parse_build_commands 0:3 0:51: X
1780685378.592115 cmd_parse_build_commands 0:3 0:52 0:0: kill-pane
1780685378.592116 cmd_parse_build_commands 0:3 0:53: Respawn
1780685378.592117 cmd_parse_build_commands 0:3 0:54: R
1780685378.592119 cmd_parse_build_commands 0:3 0:55 0:0: respawn-pane
1780685378.592120 cmd_parse_build_commands 0:3 0:55 0:1: -k
1780685378.592121 cmd_parse_build_commands 0:3 0:56: #{?pane_marked,Unmark,Mark}
1780685378.592123 cmd_parse_build_commands 0:3 0:57: m
1780685378.592124 cmd_parse_build_commands 0:3 0:58 0:0: select-pane
1780685378.592125 cmd_parse_build_commands 0:3 0:58 0:1: -m
1780685378.592127 cmd_parse_build_commands 0:3 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1780685378.592128 cmd_parse_build_commands 0:3 0:60: z
1780685378.592130 cmd_parse_build_commands 0:3 0:61 0:0: resize-pane
1780685378.592131 cmd_parse_build_commands 0:3 0:61 0:1: -Z
1780685378.592133 cmd_parse_build_commands 0:0: display-menu
1780685378.592135 cmd_parse_build_commands 0:1: -t=
1780685378.592136 cmd_parse_build_commands 0:2: -xM
1780685378.592138 cmd_parse_build_commands 0:3: -yM
1780685378.592139 cmd_parse_build_commands 0:4: -T
1780685378.592141 cmd_parse_build_commands 0:5: #[align=centre]#{pane_index} (#{pane_id})
1780685378.592142 cmd_parse_build_commands 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1780685378.592145 cmd_parse_build_commands 0:7: <
1780685378.592147 cmd_parse_build_commands 0:8 0:0: send
1780685378.592148 cmd_parse_build_commands 0:8 0:1: -X
1780685378.592150 cmd_parse_build_commands 0:8 0:2: history-top
1780685378.592152 cmd_parse_build_commands 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1780685378.592153 cmd_parse_build_commands 0:10: >
1780685378.592155 cmd_parse_build_commands 0:11 0:0: send
1780685378.592156 cmd_parse_build_commands 0:11 0:1: -X
1780685378.592158 cmd_parse_build_commands 0:11 0:2: history-bottom
1780685378.592159 cmd_parse_build_commands 0:12: 
1780685378.592161 cmd_parse_build_commands 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1780685378.592162 cmd_parse_build_commands 0:14: C-r
1780685378.592164 cmd_parse_build_commands 0:15 0:0: if
1780685378.592165 cmd_parse_build_commands 0:15 0:1: -F
1780685378.592167 cmd_parse_build_commands 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1780685378.592169 cmd_parse_build_commands 0:15 0:3: copy-mode -t=
1780685378.592170 cmd_parse_build_commands 0:15 1:0: send
1780685378.592172 cmd_parse_build_commands 0:15 1:1: -Xt=
1780685378.592173 cmd_parse_build_commands 0:15 1:2: search-backward
1780685378.592175 cmd_parse_build_commands 0:15 1:3: --
1780685378.592176 cmd_parse_build_commands 0:15 1:4: #{q:mouse_word}
1780685378.592178 cmd_parse_build_commands 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1780685378.592179 cmd_parse_build_commands 0:17: C-y
1780685378.592181 cmd_parse_build_commands 0:18 0:0: copy-mode
1780685378.592182 cmd_parse_build_commands 0:18 0:1: -q
1780685378.592184 cmd_parse_build_commands 0:18 1:0: send-keys
1780685378.592185 cmd_parse_build_commands 0:18 1:1: -l
1780685378.592187 cmd_parse_build_commands 0:18 1:2: --
1780685378.592188 cmd_parse_build_commands 0:18 1:3: #{q:mouse_word}
1780685378.592190 cmd_parse_build_commands 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1780685378.592191 cmd_parse_build_commands 0:20: c
1780685378.592193 cmd_parse_build_commands 0:21 0:0: copy-mode
1780685378.592194 cmd_parse_build_commands 0:21 0:1: -q
1780685378.592196 cmd_parse_build_commands 0:21 1:0: set-buffer
1780685378.592197 cmd_parse_build_commands 0:21 1:1: --
1780685378.592199 cmd_parse_build_commands 0:21 1:2: #{q:mouse_word}
1780685378.592200 cmd_parse_build_commands 0:22: #{?mouse_line,Copy Line,}
1780685378.592202 cmd_parse_build_commands 0:23: l
1780685378.592203 cmd_parse_build_commands 0:24 0:0: copy-mode
1780685378.592204 cmd_parse_build_commands 0:24 0:1: -q
1780685378.592206 cmd_parse_build_commands 0:24 1:0: set-buffer
1780685378.592207 cmd_parse_build_commands 0:24 1:1: --
1780685378.592209 cmd_parse_build_commands 0:24 1:2: #{q:mouse_line}
1780685378.592210 cmd_parse_build_commands 0:25: 
1780685378.592212 cmd_parse_build_commands 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1780685378.592214 cmd_parse_build_commands 0:27: C-h
1780685378.592215 cmd_parse_build_commands 0:28 0:0: copy-mode
1780685378.592217 cmd_parse_build_commands 0:28 0:1: -q
1780685378.592218 cmd_parse_build_commands 0:28 1:0: send-keys
1780685378.592219 cmd_parse_build_commands 0:28 1:1: -l
1780685378.592221 cmd_parse_build_commands 0:28 1:2: --
1780685378.592222 cmd_parse_build_commands 0:28 1:3: #{q:mouse_hyperlink}
1780685378.592224 cmd_parse_build_commands 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1780685378.592225 cmd_parse_build_commands 0:30: h
1780685378.592227 cmd_parse_build_commands 0:31 0:0: copy-mode
1780685378.592228 cmd_parse_build_commands 0:31 0:1: -q
1780685378.592230 cmd_parse_build_commands 0:31 1:0: set-buffer
1780685378.592231 cmd_parse_build_commands 0:31 1:1: --
1780685378.592233 cmd_parse_build_commands 0:31 1:2: #{q:mouse_hyperlink}
1780685378.592234 cmd_parse_build_commands 0:32: 
1780685378.592236 cmd_parse_build_commands 0:33: Horizontal Split
1780685378.592237 cmd_parse_build_commands 0:34: h
1780685378.592239 cmd_parse_build_commands 0:35 0:0: split-window
1780685378.592242 cmd_parse_build_commands 0:35 0:1: -h
1780685378.592243 cmd_parse_build_commands 0:36: Vertical Split
1780685378.592245 cmd_parse_build_commands 0:37: v
1780685378.592246 cmd_parse_build_commands 0:38 0:0: split-window
1780685378.592248 cmd_parse_build_commands 0:38 0:1: -v
1780685378.592249 cmd_parse_build_commands 0:39: 
1780685378.592251 cmd_parse_build_commands 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1780685378.592252 cmd_parse_build_commands 0:41: u
1780685378.592254 cmd_parse_build_commands 0:42 0:0: swap-pane
1780685378.592255 cmd_parse_build_commands 0:42 0:1: -U
1780685378.592257 cmd_parse_build_commands 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1780685378.592258 cmd_parse_build_commands 0:44: d
1780685378.592260 cmd_parse_build_commands 0:45 0:0: swap-pane
1780685378.592261 cmd_parse_build_commands 0:45 0:1: -D
1780685378.592263 cmd_parse_build_commands 0:46: #{?pane_marked_set,,-}Swap Marked
1780685378.592264 cmd_parse_build_commands 0:47: s
1780685378.592266 cmd_parse_build_commands 0:48 0:0: swap-pane
1780685378.592267 cmd_parse_build_commands 0:49: 
1780685378.592269 cmd_parse_build_commands 0:50: Kill
1780685378.592270 cmd_parse_build_commands 0:51: X
1780685378.592272 cmd_parse_build_commands 0:52 0:0: kill-pane
1780685378.592273 cmd_parse_build_commands 0:53: Respawn
1780685378.592275 cmd_parse_build_commands 0:54: R
1780685378.592276 cmd_parse_build_commands 0:55 0:0: respawn-pane
1780685378.592278 cmd_parse_build_commands 0:55 0:1: -k
