1780684924.430684 server started (58951): version 3.6b, socket /private/tmp/tmux-501/runie-test, protocol 8
1780684924.430710 on Darwin 25.5.0 Darwin Kernel Version 25.5.0: Mon Apr 27 20:41:26 PDT 2026; root:xnu-12377.121.6~2/RELEASE_ARM64_T8132
1780684924.430716 using libevent 2.1.12-stable select
1780684924.430725 using utf8proc 2.11.3
1780684924.430731 using ncurses 6.6 20251230
1780684924.449058 args_parse: flags end at 2 of 3
1780684924.449059 args_parse: 2 = start-of-line (type STRING)
1780684924.449062 cmd_parse_build_commands: send-keys -X start-of-line
1780684924.449063 args_parse_flags: next -Tcopy-mode
1780684924.449065 args_parse_flag_argument: -T = copy-mode
1780684924.449066 args_parse_flags: next Home
1780684924.449067 args_parse: flags end at 2 of 4
1780684924.449069 args_parse: 2 = Home (type STRING)
1780684924.449071 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1780684924.449075 cmd_parse_build_commands: bind-key -T copy-mode Home { send-keys -X start-of-line }
1780684924.449077 cmdq_get_command: [bind-key/0xb8b484a00] group 1623
1780684924.449078 cmdq_append <global>: [bind-key/0xb8b484a00]
1780684924.449080 yylex_token: end at WS
1780684924.449081 yylex_token: bind
1780684924.449083 yylex_token: end at WS
1780684924.449084 yylex_token: -Tcopy-mode
1780684924.449086 yylex_token: end at WS
1780684924.449087 yylex_token: End
1780684924.449089 yylex_token: end at WS
1780684924.449090 yylex_token: send
1780684924.449092 yylex_token: end at WS
1780684924.449093 yylex_token: -X
1780684924.449095 yylex_token: end at WS
1780684924.449096 yylex_token: end-of-line
1780684924.449098 cmd_parse_build_commands 0:0: bind
1780684924.449099 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449101 cmd_parse_build_commands 0:2: End
1780684924.449102 cmd_parse_build_commands 0:3 0:0: send
1780684924.449104 cmd_parse_build_commands 0:3 0:1: -X
1780684924.449105 cmd_parse_build_commands 0:3 0:2: end-of-line
1780684924.449107 cmd_parse_build_commands 0:0: send
1780684924.449108 cmd_parse_build_commands 0:1: -X
1780684924.449110 cmd_parse_build_commands 0:2: end-of-line
1780684924.449112 args_parse_flags: next -X
1780684924.449113 args_parse_flags: -X
1780684924.449115 args_parse_flags: next end-of-line
1780684924.449116 args_parse: flags end at 2 of 3
1780684924.449118 args_parse: 2 = end-of-line (type STRING)
1780684924.449120 cmd_parse_build_commands: send-keys -X end-of-line
1780684924.449121 args_parse_flags: next -Tcopy-mode
1780684924.449124 args_parse_flag_argument: -T = copy-mode
1780684924.449126 args_parse_flags: next End
1780684924.449127 args_parse: flags end at 2 of 4
1780684924.449129 args_parse: 2 = End (type STRING)
1780684924.449131 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1780684924.449134 cmd_parse_build_commands: bind-key -T copy-mode End { send-keys -X end-of-line }
1780684924.449136 cmdq_get_command: [bind-key/0xb8b484b00] group 1631
1780684924.449138 cmdq_append <global>: [bind-key/0xb8b484b00]
1780684924.449139 yylex_token: end at WS
1780684924.449141 yylex_token: bind
1780684924.449142 yylex_token: end at WS
1780684924.449144 yylex_token: -Tcopy-mode
1780684924.449146 yylex_token: end at WS
1780684924.449147 yylex_token: MouseDown1Pane
1780684924.449149 yylex_token: end at EOF
1780684924.449150 yylex_token: select-pane
1780684924.449152 cmd_parse_build_commands 0:0: bind
1780684924.449153 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449155 cmd_parse_build_commands 0:2: MouseDown1Pane
1780684924.449156 cmd_parse_build_commands 0:3: select-pane
1780684924.449158 args_parse_flags: next -Tcopy-mode
1780684924.449160 args_parse_flag_argument: -T = copy-mode
1780684924.449161 args_parse_flags: next MouseDown1Pane
1780684924.449163 args_parse: flags end at 2 of 4
1780684924.449164 args_parse: 2 = MouseDown1Pane (type STRING)
1780684924.449166 args_parse: 3 = select-pane (type STRING)
1780684924.449169 cmd_parse_build_commands: bind-key -T copy-mode MouseDown1Pane select-pane
1780684924.449171 cmdq_get_command: [bind-key/0xb8b484c00] group 1639
1780684924.449172 cmdq_append <global>: [bind-key/0xb8b484c00]
1780684924.449174 yylex_token: end at WS
1780684924.449175 yylex_token: bind
1780684924.449177 yylex_token: end at WS
1780684924.449178 yylex_token: -Tcopy-mode
1780684924.449180 yylex_token: end at WS
1780684924.449181 yylex_token: MouseDrag1Pane
1780684924.449183 yylex_token: end at ;
1780684924.449184 yylex_token: select-pane
1780684924.449186 yylex_token: end at WS
1780684924.449187 yylex_token: send
1780684924.449189 yylex_token: end at WS
1780684924.449190 yylex_token: -X
1780684924.449192 yylex_token: end at WS
1780684924.449193 yylex_token: begin-selection
1780684924.449195 cmd_parse_build_commands 0:0: bind
1780684924.449197 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449198 cmd_parse_build_commands 0:2: MouseDrag1Pane
1780684924.449200 cmd_parse_build_commands 0:3 0:0: select-pane
1780684924.449201 cmd_parse_build_commands 0:3 1:0: send
1780684924.449203 cmd_parse_build_commands 0:3 1:1: -X
1780684924.449204 cmd_parse_build_commands 0:3 1:2: begin-selection
1780684924.449206 cmd_parse_build_commands 0:0: select-pane
1780684924.449208 cmd_parse_build_commands 1:0: send
1780684924.449209 cmd_parse_build_commands 1:1: -X
1780684924.449211 cmd_parse_build_commands 1:2: begin-selection
1780684924.449212 args_parse: flags end at 1 of 1
1780684924.449215 args_parse_flags: next -X
1780684924.449216 args_parse_flags: -X
1780684924.449217 args_parse_flags: next begin-selection
1780684924.449219 args_parse: flags end at 2 of 3
1780684924.449220 args_parse: 2 = begin-selection (type STRING)
1780684924.449223 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1780684924.449224 args_parse_flags: next -Tcopy-mode
1780684924.449226 args_parse_flag_argument: -T = copy-mode
1780684924.449228 args_parse_flags: next MouseDrag1Pane
1780684924.449229 args_parse: flags end at 2 of 4
1780684924.449230 args_parse: 2 = MouseDrag1Pane (type STRING)
1780684924.449233 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1780684924.449237 cmd_parse_build_commands: bind-key -T copy-mode MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1780684924.449239 cmdq_get_command: [bind-key/0xb8b484d00] group 1643
1780684924.449240 cmdq_append <global>: [bind-key/0xb8b484d00]
1780684924.449242 yylex_token: end at WS
1780684924.449243 yylex_token: bind
1780684924.449245 yylex_token: end at WS
1780684924.449246 yylex_token: -Tcopy-mode
1780684924.449248 yylex_token: end at WS
1780684924.449252 yylex_token: MouseDragEnd1Pane
1780684924.449253 yylex_token: end at WS
1780684924.449255 yylex_token: send
1780684924.449256 yylex_token: end at WS
1780684924.449258 yylex_token: -X
1780684924.449260 yylex_token: end at WS
1780684924.449261 yylex_token: copy-pipe-and-cancel
1780684924.449263 cmd_parse_build_commands 0:0: bind
1780684924.449264 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449266 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1780684924.449267 cmd_parse_build_commands 0:3 0:0: send
1780684924.449269 cmd_parse_build_commands 0:3 0:1: -X
1780684924.449270 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1780684924.449272 cmd_parse_build_commands 0:0: send
1780684924.449274 cmd_parse_build_commands 0:1: -X
1780684924.449275 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1780684924.449277 args_parse_flags: next -X
1780684924.449279 args_parse_flags: -X
1780684924.449280 args_parse_flags: next copy-pipe-and-cancel
1780684924.449282 args_parse: flags end at 2 of 3
1780684924.449283 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1780684924.449285 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1780684924.449287 args_parse_flags: next -Tcopy-mode
1780684924.449289 args_parse_flag_argument: -T = copy-mode
1780684924.449290 args_parse_flags: next MouseDragEnd1Pane
1780684924.449292 args_parse: flags end at 2 of 4
1780684924.449293 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1780684924.449295 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1780684924.449299 cmd_parse_build_commands: bind-key -T copy-mode MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1780684924.449301 cmdq_get_command: [bind-key/0xb8b484e00] group 1652
1780684924.449302 cmdq_append <global>: [bind-key/0xb8b484e00]
1780684924.449304 yylex_token: end at WS
1780684924.449305 yylex_token: bind
1780684924.449307 yylex_token: end at WS
1780684924.449309 yylex_token: -Tcopy-mode
1780684924.449310 yylex_token: end at WS
1780684924.449312 yylex_token: WheelUpPane
1780684924.449313 yylex_token: end at ;
1780684924.449315 yylex_token: select-pane
1780684924.449316 yylex_token: end at WS
1780684924.449318 yylex_token: send
1780684924.449319 yylex_token: end at WS
1780684924.449321 yylex_token: -N5
1780684924.449322 yylex_token: end at WS
1780684924.449323 yylex_token: -X
1780684924.449325 yylex_token: end at WS
1780684924.449326 yylex_token: scroll-up
1780684924.449328 cmd_parse_build_commands 0:0: bind
1780684924.449330 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449331 cmd_parse_build_commands 0:2: WheelUpPane
1780684924.449333 cmd_parse_build_commands 0:3 0:0: select-pane
1780684924.449334 cmd_parse_build_commands 0:3 1:0: send
1780684924.449336 cmd_parse_build_commands 0:3 1:1: -N5
1780684924.449337 cmd_parse_build_commands 0:3 1:2: -X
1780684924.449339 cmd_parse_build_commands 0:3 1:3: scroll-up
1780684924.449341 cmd_parse_build_commands 0:0: select-pane
1780684924.449342 cmd_parse_build_commands 1:0: send
1780684924.449343 cmd_parse_build_commands 1:1: -N5
1780684924.449345 cmd_parse_build_commands 1:2: -X
1780684924.449346 cmd_parse_build_commands 1:3: scroll-up
1780684924.449348 args_parse: flags end at 1 of 1
1780684924.449350 args_parse_flags: next -N5
1780684924.449352 args_parse_flag_argument: -N = 5
1780684924.449353 args_parse_flags: next -X
1780684924.449355 args_parse_flags: -X
1780684924.449356 args_parse_flags: next scroll-up
1780684924.449358 args_parse: flags end at 3 of 4
1780684924.449359 args_parse: 3 = scroll-up (type STRING)
1780684924.449362 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-up
1780684924.449364 args_parse_flags: next -Tcopy-mode
1780684924.449365 args_parse_flag_argument: -T = copy-mode
1780684924.449367 args_parse_flags: next WheelUpPane
1780684924.449368 args_parse: flags end at 2 of 4
1780684924.449370 args_parse: 2 = WheelUpPane (type STRING)
1780684924.449372 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-up (type COMMANDS)
1780684924.449376 cmd_parse_build_commands: bind-key -T copy-mode WheelUpPane { select-pane ; send-keys -X -N 5 scroll-up }
1780684924.449379 cmdq_get_command: [bind-key/0xb8b484f00] group 1660
1780684924.449381 cmdq_append <global>: [bind-key/0xb8b484f00]
1780684924.449383 yylex_token: end at WS
1780684924.449384 yylex_token: bind
1780684924.449386 yylex_token: end at WS
1780684924.449387 yylex_token: -Tcopy-mode
1780684924.449389 yylex_token: end at WS
1780684924.449390 yylex_token: WheelDownPane
1780684924.449392 yylex_token: end at ;
1780684924.449394 yylex_token: select-pane
1780684924.449395 yylex_token: end at WS
1780684924.449396 yylex_token: send
1780684924.449398 yylex_token: end at WS
1780684924.449399 yylex_token: -N5
1780684924.449401 yylex_token: end at WS
1780684924.449402 yylex_token: -X
1780684924.449404 yylex_token: end at WS
1780684924.449405 yylex_token: scroll-down
1780684924.449407 cmd_parse_build_commands 0:0: bind
1780684924.449409 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449410 cmd_parse_build_commands 0:2: WheelDownPane
1780684924.449412 cmd_parse_build_commands 0:3 0:0: select-pane
1780684924.449413 cmd_parse_build_commands 0:3 1:0: send
1780684924.449415 cmd_parse_build_commands 0:3 1:1: -N5
1780684924.449416 cmd_parse_build_commands 0:3 1:2: -X
1780684924.449418 cmd_parse_build_commands 0:3 1:3: scroll-down
1780684924.449419 cmd_parse_build_commands 0:0: select-pane
1780684924.449421 cmd_parse_build_commands 1:0: send
1780684924.449422 cmd_parse_build_commands 1:1: -N5
1780684924.449424 cmd_parse_build_commands 1:2: -X
1780684924.449425 cmd_parse_build_commands 1:3: scroll-down
1780684924.449427 args_parse: flags end at 1 of 1
1780684924.449429 args_parse_flags: next -N5
1780684924.449431 args_parse_flag_argument: -N = 5
1780684924.449432 args_parse_flags: next -X
1780684924.449434 args_parse_flags: -X
1780684924.449435 args_parse_flags: next scroll-down
1780684924.449436 args_parse: flags end at 3 of 4
1780684924.449438 args_parse: 3 = scroll-down (type STRING)
1780684924.449441 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-down
1780684924.449442 args_parse_flags: next -Tcopy-mode
1780684924.449444 args_parse_flag_argument: -T = copy-mode
1780684924.449445 args_parse_flags: next WheelDownPane
1780684924.449447 args_parse: flags end at 2 of 4
1780684924.449448 args_parse: 2 = WheelDownPane (type STRING)
1780684924.449451 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-down (type COMMANDS)
1780684924.449455 cmd_parse_build_commands: bind-key -T copy-mode WheelDownPane { select-pane ; send-keys -X -N 5 scroll-down }
1780684924.449457 cmdq_get_command: [bind-key/0xb8b485000] group 1669
1780684924.449458 cmdq_append <global>: [bind-key/0xb8b485000]
1780684924.449460 yylex_token: end at WS
1780684924.449461 yylex_token: bind
1780684924.449463 yylex_token: end at WS
1780684924.449464 yylex_token: -Tcopy-mode
1780684924.449466 yylex_token: end at WS
1780684924.449467 yylex_token: DoubleClick1Pane
1780684924.449469 yylex_token: end at ;
1780684924.449471 yylex_token: select-pane
1780684924.449472 yylex_token: end at WS
1780684924.449474 yylex_token: send
1780684924.449475 yylex_token: end at WS
1780684924.449476 yylex_token: -X
1780684924.449478 yylex_token: end at ;
1780684924.449480 yylex_token: select-word
1780684924.449481 yylex_token: end at WS
1780684924.449483 yylex_token: run
1780684924.449484 yylex_token: end at ;
1780684924.449486 yylex_token: -d0.3
1780684924.449487 yylex_token: end at WS
1780684924.449489 yylex_token: send
1780684924.449490 yylex_token: end at WS
1780684924.449491 yylex_token: -X
1780684924.449493 yylex_token: end at WS
1780684924.449495 yylex_token: copy-pipe-and-cancel
1780684924.449496 cmd_parse_build_commands 0:0: bind
1780684924.449498 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449500 cmd_parse_build_commands 0:2: DoubleClick1Pane
1780684924.449501 cmd_parse_build_commands 0:3 0:0: select-pane
1780684924.449503 cmd_parse_build_commands 0:3 1:0: send
1780684924.449504 cmd_parse_build_commands 0:3 1:1: -X
1780684924.449506 cmd_parse_build_commands 0:3 1:2: select-word
1780684924.449507 cmd_parse_build_commands 0:3 2:0: run
1780684924.449510 cmd_parse_build_commands 0:3 2:1: -d0.3
1780684924.449512 cmd_parse_build_commands 0:3 3:0: send
1780684924.449513 cmd_parse_build_commands 0:3 3:1: -X
1780684924.449515 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1780684924.449516 cmd_parse_build_commands 0:0: select-pane
1780684924.449518 cmd_parse_build_commands 1:0: send
1780684924.449519 cmd_parse_build_commands 1:1: -X
1780684924.449521 cmd_parse_build_commands 1:2: select-word
1780684924.449522 cmd_parse_build_commands 2:0: run
1780684924.449524 cmd_parse_build_commands 2:1: -d0.3
1780684924.449525 cmd_parse_build_commands 3:0: send
1780684924.449526 cmd_parse_build_commands 3:1: -X
1780684924.449528 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1780684924.449530 args_parse: flags end at 1 of 1
1780684924.449532 args_parse_flags: next -X
1780684924.449533 args_parse_flags: -X
1780684924.449535 args_parse_flags: next select-word
1780684924.449536 args_parse: flags end at 2 of 3
1780684924.449537 args_parse: 2 = select-word (type STRING)
1780684924.449540 args_parse_flags: next -d0.3
1780684924.449541 args_parse_flag_argument: -d = 0.3
1780684924.449543 args_parse: flags end at 2 of 2
1780684924.449545 args_parse_flags: next -X
1780684924.449546 args_parse_flags: -X
1780684924.449548 args_parse_flags: next copy-pipe-and-cancel
1780684924.449549 args_parse: flags end at 2 of 3
1780684924.449550 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1780684924.449554 cmd_parse_build_commands: select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1780684924.449556 args_parse_flags: next -Tcopy-mode
1780684924.449558 args_parse_flag_argument: -T = copy-mode
1780684924.449559 args_parse_flags: next DoubleClick1Pane
1780684924.449560 args_parse: flags end at 2 of 4
1780684924.449562 args_parse: 2 = DoubleClick1Pane (type STRING)
1780684924.449566 args_parse: 3 = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1780684924.449571 cmd_parse_build_commands: bind-key -T copy-mode DoubleClick1Pane { select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1780684924.449573 cmdq_get_command: [bind-key/0xb8b485100] group 1678
1780684924.449574 cmdq_append <global>: [bind-key/0xb8b485100]
1780684924.449576 yylex_token: end at WS
1780684924.449578 yylex_token: bind
1780684924.449579 yylex_token: end at WS
1780684924.449581 yylex_token: -Tcopy-mode
1780684924.449582 yylex_token: end at WS
1780684924.449584 yylex_token: TripleClick1Pane
1780684924.449586 yylex_token: end at ;
1780684924.449587 yylex_token: select-pane
1780684924.449589 yylex_token: end at WS
1780684924.449590 yylex_token: send
1780684924.449591 yylex_token: end at WS
1780684924.449593 yylex_token: -X
1780684924.449595 yylex_token: end at ;
1780684924.449596 yylex_token: select-line
1780684924.449597 yylex_token: end at WS
1780684924.449599 yylex_token: run
1780684924.449600 yylex_token: end at ;
1780684924.449602 yylex_token: -d0.3
1780684924.449603 yylex_token: end at WS
1780684924.449605 yylex_token: send
1780684924.449606 yylex_token: end at WS
1780684924.449608 yylex_token: -X
1780684924.449610 yylex_token: end at WS
1780684924.449611 yylex_token: copy-pipe-and-cancel
1780684924.449613 cmd_parse_build_commands 0:0: bind
1780684924.449614 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449616 cmd_parse_build_commands 0:2: TripleClick1Pane
1780684924.449617 cmd_parse_build_commands 0:3 0:0: select-pane
1780684924.449619 cmd_parse_build_commands 0:3 1:0: send
1780684924.449620 cmd_parse_build_commands 0:3 1:1: -X
1780684924.449622 cmd_parse_build_commands 0:3 1:2: select-line
1780684924.449623 cmd_parse_build_commands 0:3 2:0: run
1780684924.449625 cmd_parse_build_commands 0:3 2:1: -d0.3
1780684924.449626 cmd_parse_build_commands 0:3 3:0: send
1780684924.449628 cmd_parse_build_commands 0:3 3:1: -X
1780684924.449629 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1780684924.449631 cmd_parse_build_commands 0:0: select-pane
1780684924.449634 cmd_parse_build_commands 1:0: send
1780684924.449636 cmd_parse_build_commands 1:1: -X
1780684924.449637 cmd_parse_build_commands 1:2: select-line
1780684924.449639 cmd_parse_build_commands 2:0: run
1780684924.449640 cmd_parse_build_commands 2:1: -d0.3
1780684924.449642 cmd_parse_build_commands 3:0: send
1780684924.449643 cmd_parse_build_commands 3:1: -X
1780684924.449645 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1780684924.449647 args_parse: flags end at 1 of 1
1780684924.449649 args_parse_flags: next -X
1780684924.449650 args_parse_flags: -X
1780684924.449652 args_parse_flags: next select-line
1780684924.449653 args_parse: flags end at 2 of 3
1780684924.449655 args_parse: 2 = select-line (type STRING)
1780684924.449656 args_parse_flags: next -d0.3
1780684924.449658 args_parse_flag_argument: -d = 0.3
1780684924.449659 args_parse: flags end at 2 of 2
1780684924.449661 args_parse_flags: next -X
1780684924.449663 args_parse_flags: -X
1780684924.449664 args_parse_flags: next copy-pipe-and-cancel
1780684924.449666 args_parse: flags end at 2 of 3
1780684924.449667 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1780684924.449671 cmd_parse_build_commands: select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1780684924.449673 args_parse_flags: next -Tcopy-mode
1780684924.449674 args_parse_flag_argument: -T = copy-mode
1780684924.449676 args_parse_flags: next TripleClick1Pane
1780684924.449677 args_parse: flags end at 2 of 4
1780684924.449678 args_parse: 2 = TripleClick1Pane (type STRING)
1780684924.449682 args_parse: 3 = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1780684924.449687 cmd_parse_build_commands: bind-key -T copy-mode TripleClick1Pane { select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1780684924.449689 cmdq_get_command: [bind-key/0xb8b485200] group 1689
1780684924.449690 cmdq_append <global>: [bind-key/0xb8b485200]
1780684924.449692 yylex_token: end at WS
1780684924.449693 yylex_token: bind
1780684924.449695 yylex_token: end at WS
1780684924.449697 yylex_token: -Tcopy-mode
1780684924.449698 yylex_token: end at WS
1780684924.449699 yylex_token: NPage
1780684924.449701 yylex_token: end at WS
1780684924.449702 yylex_token: send
1780684924.449704 yylex_token: end at WS
1780684924.449705 yylex_token: -X
1780684924.449707 yylex_token: end at WS
1780684924.449708 yylex_token: page-down
1780684924.449710 cmd_parse_build_commands 0:0: bind
1780684924.449711 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449713 cmd_parse_build_commands 0:2: NPage
1780684924.449715 cmd_parse_build_commands 0:3 0:0: send
1780684924.449716 cmd_parse_build_commands 0:3 0:1: -X
1780684924.449717 cmd_parse_build_commands 0:3 0:2: page-down
1780684924.449719 cmd_parse_build_commands 0:0: send
1780684924.449721 cmd_parse_build_commands 0:1: -X
1780684924.449722 cmd_parse_build_commands 0:2: page-down
1780684924.449724 args_parse_flags: next -X
1780684924.449725 args_parse_flags: -X
1780684924.449727 args_parse_flags: next page-down
1780684924.449728 args_parse: flags end at 2 of 3
1780684924.449730 args_parse: 2 = page-down (type STRING)
1780684924.449732 cmd_parse_build_commands: send-keys -X page-down
1780684924.449733 args_parse_flags: next -Tcopy-mode
1780684924.449735 args_parse_flag_argument: -T = copy-mode
1780684924.449736 args_parse_flags: next NPage
1780684924.449738 args_parse: flags end at 2 of 4
1780684924.449739 args_parse: 2 = NPage (type STRING)
1780684924.449742 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1780684924.449745 cmd_parse_build_commands: bind-key -T copy-mode NPage { send-keys -X page-down }
1780684924.449747 cmdq_get_command: [bind-key/0xb8b485300] group 1700
1780684924.449748 cmdq_append <global>: [bind-key/0xb8b485300]
1780684924.449750 yylex_token: end at WS
1780684924.449751 yylex_token: bind
1780684924.449753 yylex_token: end at WS
1780684924.449754 yylex_token: -Tcopy-mode
1780684924.449756 yylex_token: end at WS
1780684924.449759 yylex_token: PPage
1780684924.449761 yylex_token: end at WS
1780684924.449763 yylex_token: send
1780684924.449764 yylex_token: end at WS
1780684924.449765 yylex_token: -X
1780684924.449767 yylex_token: end at WS
1780684924.449768 yylex_token: page-up
1780684924.449770 cmd_parse_build_commands 0:0: bind
1780684924.449772 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449773 cmd_parse_build_commands 0:2: PPage
1780684924.449775 cmd_parse_build_commands 0:3 0:0: send
1780684924.449776 cmd_parse_build_commands 0:3 0:1: -X
1780684924.449778 cmd_parse_build_commands 0:3 0:2: page-up
1780684924.449779 cmd_parse_build_commands 0:0: send
1780684924.449781 cmd_parse_build_commands 0:1: -X
1780684924.449782 cmd_parse_build_commands 0:2: page-up
1780684924.449784 args_parse_flags: next -X
1780684924.449786 args_parse_flags: -X
1780684924.449787 args_parse_flags: next page-up
1780684924.449788 args_parse: flags end at 2 of 3
1780684924.449790 args_parse: 2 = page-up (type STRING)
1780684924.449792 cmd_parse_build_commands: send-keys -X page-up
1780684924.449794 args_parse_flags: next -Tcopy-mode
1780684924.449795 args_parse_flag_argument: -T = copy-mode
1780684924.449797 args_parse_flags: next PPage
1780684924.449798 args_parse: flags end at 2 of 4
1780684924.449800 args_parse: 2 = PPage (type STRING)
1780684924.449802 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1780684924.449805 cmd_parse_build_commands: bind-key -T copy-mode PPage { send-keys -X page-up }
1780684924.449807 cmdq_get_command: [bind-key/0xb8b485400] group 1708
1780684924.449808 cmdq_append <global>: [bind-key/0xb8b485400]
1780684924.449810 yylex_token: end at WS
1780684924.449811 yylex_token: bind
1780684924.449813 yylex_token: end at WS
1780684924.449814 yylex_token: -Tcopy-mode
1780684924.449816 yylex_token: end at WS
1780684924.449817 yylex_token: Up
1780684924.449819 yylex_token: end at WS
1780684924.449820 yylex_token: send
1780684924.449822 yylex_token: end at WS
1780684924.449823 yylex_token: -X
1780684924.449825 yylex_token: end at WS
1780684924.449826 yylex_token: cursor-up
1780684924.449828 cmd_parse_build_commands 0:0: bind
1780684924.449829 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449831 cmd_parse_build_commands 0:2: Up
1780684924.449832 cmd_parse_build_commands 0:3 0:0: send
1780684924.449834 cmd_parse_build_commands 0:3 0:1: -X
1780684924.449835 cmd_parse_build_commands 0:3 0:2: cursor-up
1780684924.449837 cmd_parse_build_commands 0:0: send
1780684924.449838 cmd_parse_build_commands 0:1: -X
1780684924.449840 cmd_parse_build_commands 0:2: cursor-up
1780684924.449842 args_parse_flags: next -X
1780684924.449843 args_parse_flags: -X
1780684924.449845 args_parse_flags: next cursor-up
1780684924.449846 args_parse: flags end at 2 of 3
1780684924.449848 args_parse: 2 = cursor-up (type STRING)
1780684924.449850 cmd_parse_build_commands: send-keys -X cursor-up
1780684924.449851 args_parse_flags: next -Tcopy-mode
1780684924.449853 args_parse_flag_argument: -T = copy-mode
1780684924.449854 args_parse_flags: next Up
1780684924.449856 args_parse: flags end at 2 of 4
1780684924.449857 args_parse: 2 = Up (type STRING)
1780684924.449859 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1780684924.449863 cmd_parse_build_commands: bind-key -T copy-mode Up { send-keys -X cursor-up }
1780684924.449864 cmdq_get_command: [bind-key/0xb8b485500] group 1716
1780684924.449866 cmdq_append <global>: [bind-key/0xb8b485500]
1780684924.449867 yylex_token: end at WS
1780684924.449869 yylex_token: bind
1780684924.449871 yylex_token: end at WS
1780684924.449872 yylex_token: -Tcopy-mode
1780684924.449873 yylex_token: end at WS
1780684924.449875 yylex_token: Down
1780684924.449876 yylex_token: end at WS
1780684924.449878 yylex_token: send
1780684924.449879 yylex_token: end at WS
1780684924.449881 yylex_token: -X
1780684924.449882 yylex_token: end at WS
1780684924.449884 yylex_token: cursor-down
1780684924.449885 cmd_parse_build_commands 0:0: bind
1780684924.449887 cmd_parse_build_commands 0:1: -Tcopy-mode
1780684924.449888 cmd_parse_build_commands 0:2: Down
1780684924.449891 cmd_parse_build_commands 0:3 0:0: send
1780684924.449893 cmd_parse_build_commands 0:3 0:1: -X
1780684924.449894 cmd_parse_build_commands 0:3 0:2: cursor-down
1780684924.449896 cmd_parse_build_commands 0:0: send
1780684924.449897 cmd_parse_build_commands 0:1: -X
1780684924.449899 cmd_parse_build_commands 0:2: cursor-down
1780684924.449901 args_parse_flags: next -X
1780684924.449902 args_parse_flags: -X
1780684924.449904 args_parse_flags: next cursor-down
1780684924.449905 args_parse: flags end at 2 of 3
1780684924.449907 args_parse: 2 = cursor-down (type STRING)
1780684924.449909 cmd_parse_build_commands: send-keys -X cursor-down
1780684924.449910 args_parse_flags: next -Tcopy-mode
1780684924.449912 args_parse_flag_argument: -T = copy-mode
1780684924.449913 args_parse_flags: next Down
1780684924.449915 args_parse: flags end at 2 of 4
1780684924.449916 args_parse: 2 = Down (type STRING)
1780684924.449918 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
